# data from ifeffit
#------------------------
#   r         pdf       fit
  2.7470000        0.0000000       0.43157685E-45
  2.7472000        0.0000000       0.35624710E-45
  2.7474000        0.0000000       0.29401614E-45
  2.7476000        0.0000000       0.24261499E-45
  2.7478000        0.0000000       0.20016619E-45
  2.7480000        0.0000000       0.16511650E-45
  2.7482000        0.0000000       0.13618110E-45
  2.7484000        0.0000000       0.11229743E-45
  2.7486000        0.0000000       0.92586884E-46
  2.7488000        0.0000000       0.76323054E-46
  2.7490000        0.0000000       0.62905504E-46
  2.7492000        0.0000000       0.51837994E-46
  2.7494000        0.0000000       0.42710471E-46
  2.7496000        0.0000000       0.35184158E-46
  2.7498000        0.0000000       0.28979214E-46
  2.7500000        0.0000000       0.23864519E-46
  2.7502000        0.0000000       0.19649224E-46
  2.7504000        0.0000000       0.16175762E-46
  2.7506000        0.0000000       0.13314066E-46
  2.7508000        0.0000000       0.10956790E-46
  2.7510000        0.0000000       0.90153497E-47
  2.7512000        0.0000000       0.74166615E-47
  2.7514000        0.0000000       0.61004374E-47
  2.7516000        0.0000000       0.50169541E-47
  2.7518000        0.0000000       0.41252086E-47
  2.7520000        0.0000000       0.33913946E-47
  2.7522000        0.0000000       0.27876445E-47
  2.7524000        0.0000000       0.22909893E-47
  2.7526000        0.0000000       0.18825018E-47
  2.7528000        0.0000000       0.15465870E-47
  2.7530000        0.0000000       0.12703984E-47
  2.7532000        0.0000000       0.10433551E-47
  2.7534000        0.0000000       0.85674390E-48
  2.7536000        0.0000000       0.70339052E-48
  2.7538000        0.0000000       0.57738918E-48
  2.7540000        0.0000000       0.47387893E-48
  2.7542000        0.0000000       0.38885958E-48
  2.7544000        0.0000000       0.31903977E-48
  2.7546000        0.0000000       0.26171191E-48
  2.7548000        0.0000000       0.21464896E-48
  2.7550000        0.0000000       0.17601948E-48
  2.7552000        0.0000000       0.14431760E-48
  2.7554000        0.0000000       0.11830538E-48
  2.7556000        0.0000000       0.96965296E-49
  2.7558000        0.0000000       0.79461141E-49
  2.7560000        0.0000000       0.65105833E-49
  2.7562000        0.0000000       0.53334919E-49
  2.7564000        0.0000000       0.43684766E-49
  2.7566000        0.0000000       0.35774619E-49
  2.7568000        0.0000000       0.29291840E-49
  2.7570000        0.0000000       0.23979766E-49
  2.7572000        0.0000000       0.19627720E-49
  2.7574000        0.0000000       0.16062805E-49
  2.7576000        0.0000000       0.13143153E-49
  2.7578000        0.0000000       0.10752374E-49
  2.7580000        0.0000000       0.87949996E-50
  2.7582000        0.0000000       0.71927325E-50
  2.7584000        0.0000000       0.58813716E-50
  2.7586000        0.0000000       0.48082825E-50
  2.7588000        0.0000000       0.39303204E-50
  2.7590000        0.0000000       0.32121260E-50
  2.7592000        0.0000000       0.26247251E-50
  2.7594000        0.0000000       0.21443798E-50
  2.7596000        0.0000000       0.17516456E-50
  2.7598000        0.0000000       0.14305973E-50
  2.7600000        0.0000000       0.11681946E-50
  2.7602000        0.0000000       0.95376109E-51
  2.7604000        0.0000000       0.77855744E-51
  2.7606000        0.0000000       0.63543093E-51
  2.7608000        0.0000000       0.51852855E-51
  2.7610000        0.0000000       0.42306163E-51
  2.7612000        0.0000000       0.34511293E-51
  2.7614000        0.0000000       0.28147865E-51
  2.7616000        0.0000000       0.22953892E-51
  2.7618000        0.0000000       0.18715172E-51
  2.7620000        0.0000000       0.15256607E-51
  2.7622000        0.0000000       0.12435084E-51
  2.7624000        0.0000000       0.10133655E-51
  2.7626000        0.0000000       0.82567694E-52
  2.7628000        0.0000000       0.67263711E-52
  2.7630000        0.0000000       0.54787077E-52
  2.7632000        0.0000000       0.44617175E-52
  2.7634000        0.0000000       0.36328933E-52
  2.7636000        0.0000000       0.29575347E-52
  2.7638000        0.0000000       0.24073192E-52
  2.7640000        0.0000000       0.19591341E-52
  2.7642000        0.0000000       0.15941209E-52
  2.7644000        0.0000000       0.12968956E-52
  2.7646000        0.0000000       0.10549099E-52
  2.7648000        0.0000000       0.85793108E-53
  2.7650000        0.0000000       0.69761538E-53
  2.7652000        0.0000000       0.56716095E-53
  2.7654000        0.0000000       0.46102369E-53
  2.7656000        0.0000000       0.37468541E-53
  2.7658000        0.0000000       0.30446472E-53
  2.7660000        0.0000000       0.24736246E-53
  2.7662000        0.0000000       0.20093576E-53
  2.7664000        0.0000000       0.16319518E-53
  2.7666000        0.0000000       0.13252080E-53
  2.7668000        0.0000000       0.10759384E-53
  2.7670000        0.0000000       0.87340845E-54
  2.7672000        0.0000000       0.70888210E-54
  2.7674000        0.0000000       0.57525085E-54
  2.7676000        0.0000000       0.46673155E-54
  2.7678000        0.0000000       0.37862012E-54
  2.7680000        0.0000000       0.30709083E-54
  2.7682000        0.0000000       0.24903285E-54
  2.7684000        0.0000000       0.20191708E-54
  2.7686000        0.0000000       0.16368773E-54
  2.7688000        0.0000000       0.13267400E-54
  2.7690000        0.0000000       0.10751824E-54
  2.7692000        0.0000000       0.87117443E-55
  2.7694000        0.0000000       0.70575623E-55
  2.7696000        0.0000000       0.57165098E-55
  2.7698000        0.0000000       0.46294972E-55
  2.7700000        0.0000000       0.37485501E-55
  2.7702000        0.0000000       0.30347258E-55
  2.7704000        0.0000000       0.24564178E-55
  2.7706000        0.0000000       0.19879783E-55
  2.7708000        0.0000000       0.16085986E-55
  2.7710000        0.0000000       0.13013986E-55
  2.7712000        0.0000000       0.10526880E-55
  2.7714000        0.0000000       0.85136463E-56
  2.7716000        0.0000000       0.68842745E-56
  2.7718000        0.0000000       0.55657973E-56
  2.7720000        0.0000000       0.44990750E-56
  2.7722000        0.0000000       0.36361828E-56
  2.7724000        0.0000000       0.29382911E-56
  2.7726000        0.0000000       0.23739446E-56
  2.7728000        0.0000000       0.19176659E-56
  2.7730000        0.0000000       0.15488237E-56
  2.7732000        0.0000000       0.12507129E-56
  2.7734000        0.0000000       0.10098106E-56
  2.7736000        0.0000000       0.81517120E-57
  2.7738000        0.0000000       0.65793711E-57
  2.7740000        0.0000000       0.53094137E-57
  2.7742000        0.0000000       0.42838612E-57
  2.7744000        0.0000000       0.34558179E-57
  2.7746000        0.0000000       0.27873592E-57
  2.7748000        0.0000000       0.22478207E-57
  2.7750000        0.0000000       0.18124124E-57
  2.7752000        0.0000000       0.14610969E-57
  2.7754000        0.0000000       0.11776809E-57
  2.7756000        0.0000000       0.94908018E-58
  2.7758000        0.0000000       0.76472414E-58
  2.7760000        0.0000000       0.61607463E-58
  2.7762000        0.0000000       0.49623626E-58
  2.7764000        0.0000000       0.39964123E-58
  2.7766000        0.0000000       0.32179458E-58
  2.7768000        0.0000000       0.25906801E-58
  2.7770000        0.0000000       0.20853334E-58
  2.7772000        0.0000000       0.16782777E-58
  2.7774000        0.0000000       0.13504509E-58
  2.7776000        0.0000000       0.10864767E-58
  2.7778000        0.0000000       0.87395414E-59
  2.7780000        0.0000000       0.70288377E-59
  2.7782000        0.0000000       0.56520373E-59
  2.7784000        0.0000000       0.45441553E-59
  2.7786000        0.0000000       0.36528172E-59
  2.7788000        0.0000000       0.29358195E-59
  2.7790000        0.0000000       0.23591600E-59
  2.7792000        0.0000000       0.18954489E-59
  2.7794000        0.0000000       0.15226265E-59
  2.7796000        0.0000000       0.12229292E-59
  2.7798000        0.0000000       0.98205523E-60
  2.7800000        0.0000000       0.78849170E-60
  2.7802000        0.0000000       0.63297270E-60
  2.7804000        0.0000000       0.50804182E-60
  2.7806000        0.0000000       0.40769988E-60
  2.7808000        0.0000000       0.32712093E-60
  2.7810000        0.0000000       0.26242350E-60
  2.7812000        0.0000000       0.21048625E-60
  2.7814000        0.0000000       0.16879959E-60
  2.7816000        0.0000000       0.13534608E-60
  2.7818000        0.0000000       0.10850421E-60
  2.7820000        0.0000000       0.86970940E-61
  2.7822000        0.0000000       0.69699291E-61
  2.7824000        0.0000000       0.55848201E-61
  2.7826000        0.0000000       0.44742129E-61
  2.7828000        0.0000000       0.35838576E-61
  2.7830000        0.0000000       0.28701954E-61
  2.7832000        0.0000000       0.22982583E-61
  2.7834000        0.0000000       0.18399789E-61
  2.7836000        0.0000000       0.14728329E-61
  2.7838000        0.0000000       0.11787474E-61
  2.7840000        0.0000000       0.94322354E-62
  2.7842000        0.0000000       0.75463191E-62
  2.7844000        0.0000000       0.60364601E-62
  2.7846000        0.0000000       0.48278764E-62
  2.7848000        0.0000000       0.38606157E-62
  2.7850000        0.0000000       0.30866234E-62
  2.7852000        0.0000000       0.24673875E-62
  2.7854000        0.0000000       0.19720490E-62
  2.7856000        0.0000000       0.15758855E-62
  2.7858000        0.0000000       0.12590944E-62
  2.7860000        0.0000000       0.10058160E-62
  2.7862000        0.0000000       0.80335111E-63
  2.7864000        0.0000000       0.64153287E-63
  2.7866000        0.0000000       0.51222298E-63
  2.7868000        0.0000000       0.40890822E-63
  2.7870000        0.0000000       0.32637678E-63
  2.7872000        0.0000000       0.26045896E-63
  2.7874000        0.0000000       0.20781935E-63
  2.7876000        0.0000000       0.16579037E-63
  2.7878000        0.0000000       0.13223891E-63
  2.7880000        0.0000000       0.10545953E-63
  2.7882000        0.0000000       0.84088975E-64
  2.7884000        0.0000000       0.67037670E-64
  2.7886000        0.0000000       0.53434949E-64
  2.7888000        0.0000000       0.42585184E-64
  2.7890000        0.0000000       0.33932689E-64
  2.7892000        0.0000000       0.27033649E-64
  2.7894000        0.0000000       0.21533652E-64
  2.7896000        0.0000000       0.17149733E-64
  2.7898000        0.0000000       0.13656005E-64
  2.7900000        0.0000000       0.10872179E-64
  2.7902000        0.0000000       0.86543837E-65
  2.7904000        0.0000000       0.68878288E-65
  2.7906000        0.0000000       0.54809416E-65
  2.7908000        0.0000000       0.43606842E-65
  2.7910000        0.0000000       0.34688118E-65
  2.7912000        0.0000000       0.27588842E-65
  2.7914000        0.0000000       0.21938799E-65
  2.7916000        0.0000000       0.17442906E-65
  2.7918000        0.0000000       0.13866009E-65
  2.7920000        0.0000000       0.11020740E-65
  2.7922000        0.0000000       0.87578330E-66
  2.7924000        0.0000000       0.69583969E-66
  2.7926000        0.0000000       0.55277497E-66
  2.7928000        0.0000000       0.43905020E-66
  2.7930000        0.0000000       0.34866361E-66
  2.7932000        0.0000000       0.27683800E-66
  2.7934000        0.0000000       0.21977152E-66
  2.7936000        0.0000000       0.17443907E-66
  2.7938000        0.0000000       0.13843399E-66
  2.7940000        0.0000000       0.10984198E-66
  2.7942000        0.0000000       0.87140610E-67
  2.7944000        0.0000000       0.69119323E-67
  2.7946000        0.0000000       0.54815704E-67
  2.7948000        0.0000000       0.43464746E-67
  2.7950000        0.0000000       0.34458465E-67
  2.7952000        0.0000000       0.27313751E-67
  2.7954000        0.0000000       0.21646785E-67
  2.7956000        0.0000000       0.17152684E-67
  2.7958000        0.0000000       0.13589310E-67
  2.7960000        0.0000000       0.10764389E-67
  2.7962000        0.0000000       0.85252664E-68
  2.7964000        0.0000000       0.67507680E-68
  2.7966000        0.0000000       0.53447211E-68
  2.7968000        0.0000000       0.42308102E-68
  2.7970000        0.0000000       0.33484874E-68
  2.7972000        0.0000000       0.26497227E-68
  2.7974000        0.0000000       0.20964226E-68
  2.7976000        0.0000000       0.16583792E-68
  2.7978000        0.0000000       0.13116426E-68
  2.7980000        0.0000000       0.10372270E-68
  2.7982000        0.0000000       0.82008478E-69
  2.7984000        0.0000000       0.64829149E-69
  2.7986000        0.0000000       0.51239929E-69
  2.7988000        0.0000000       0.40492385E-69
  2.7990000        0.0000000       0.31993726E-69
  2.7992000        0.0000000       0.25274521E-69
  2.7994000        0.0000000       0.19963086E-69
  2.7996000        0.0000000       0.15765184E-69
  2.7998000        0.0000000       0.12447928E-69
  2.8000000        0.0000000       0.98270167E-70
  2.8002000        0.0000000       0.77566281E-70
  2.8004000        0.0000000       0.61214017E-70
  2.8006000        0.0000000       0.48300922E-70
  2.8008000        0.0000000       0.38105407E-70
  2.8010000        0.0000000       0.30056916E-70
  2.8012000        0.0000000       0.23704394E-70
  2.8014000        0.0000000       0.18691319E-70
  2.8016000        0.0000000       0.14735934E-70
  2.8018000        0.0000000       0.11615610E-70
  2.8020000        0.0000000       0.91544655E-71
  2.8022000        0.0000000       0.72135760E-71
  2.8024000        0.0000000       0.56832252E-71
  2.8026000        0.0000000       0.44767800E-71
  2.8028000        0.0000000       0.35258455E-71
  2.8030000        0.0000000       0.27764345E-71
  2.8032000        0.0000000       0.21859399E-71
  2.8034000        0.0000000       0.17207415E-71
  2.8036000        0.0000000       0.13543150E-71
  2.8038000        0.0000000       0.10657379E-71
  2.8040000        0.0000000       0.83850898E-72
  2.8042000        0.0000000       0.65961676E-72
  2.8044000        0.0000000       0.51880276E-72
  2.8046000        0.0000000       0.40798059E-72
  2.8048000        0.0000000       0.32077711E-72
  2.8050000        0.0000000       0.25217026E-72
  2.8052000        0.0000000       0.19820335E-72
  2.8054000        0.0000000       0.15575958E-72
  2.8056000        0.0000000       0.12238415E-72
  2.8058000        0.0000000       0.96144004E-73
  2.8060000        0.0000000       0.75517199E-73
  2.8062000        0.0000000       0.59305664E-73
  2.8064000        0.0000000       0.46566448E-73
  2.8066000        0.0000000       0.36557517E-73
  2.8068000        0.0000000       0.28695044E-73
  2.8070000        0.0000000       0.22519759E-73
  2.8072000        0.0000000       0.17670434E-73
  2.8074000        0.0000000       0.13863003E-73
  2.8076000        0.0000000       0.10874119E-73
  2.8078000        0.0000000       0.85282012E-74
  2.8080000        0.0000000       0.66872483E-74
  2.8082000        0.0000000       0.52428097E-74
  2.8084000        0.0000000       0.41096741E-74
  2.8086000        0.0000000       0.32209004E-74
  2.8088000        0.0000000       0.25239099E-74
  2.8090000        0.0000000       0.19774114E-74
  2.8092000        0.0000000       0.15489837E-74
  2.8094000        0.0000000       0.12131746E-74
  2.8096000        0.0000000       0.95000607E-75
  2.8098000        0.0000000       0.74379988E-75
  2.8100000        0.0000000       0.58225397E-75
  2.8102000        0.0000000       0.45571723E-75
  2.8104000        0.0000000       0.35661949E-75
  2.8106000        0.0000000       0.27902385E-75
  2.8108000        0.0000000       0.21827511E-75
  2.8110000        0.0000000       0.17072367E-75
  2.8112000        0.0000000       0.13350880E-75
  2.8114000        0.0000000       0.10438851E-75
  2.8116000        0.0000000       0.81606007E-76
  2.8118000        0.0000000       0.63784946E-76
  2.8120000        0.0000000       0.49847214E-76
  2.8122000        0.0000000       0.38948454E-76
  2.8124000        0.0000000       0.30427494E-76
  2.8126000        0.0000000       0.23766695E-76
  2.8128000        0.0000000       0.18560857E-76
  2.8130000        0.0000000       0.14492853E-76
  2.8132000        0.0000000       0.11314527E-76
  2.8134000        0.0000000       0.88317248E-77
  2.8136000        0.0000000       0.68925718E-77
  2.8138000        0.0000000       0.53782837E-77
  2.8140000        0.0000000       0.41959736E-77
  2.8142000        0.0000000       0.32730182E-77
  2.8144000        0.0000000       0.25526468E-77
  2.8146000        0.0000000       0.19904885E-77
  2.8148000        0.0000000       0.15518697E-77
  2.8150000        0.0000000       0.12096994E-77
  2.8152000        0.0000000       0.94281461E-78
  2.8154000        0.0000000       0.73468603E-78
  2.8156000        0.0000000       0.57240563E-78
  2.8158000        0.0000000       0.44589504E-78
  2.8160000        0.0000000       0.34728660E-78
  2.8162000        0.0000000       0.27043945E-78
  2.8164000        0.0000000       0.21056137E-78
  2.8166000        0.0000000       0.16391322E-78
  2.8168000        0.0000000       0.12757803E-78
  2.8170000        0.0000000       0.99280614E-79
  2.8172000        0.0000000       0.77246648E-79
  2.8174000        0.0000000       0.60092665E-79
  2.8176000        0.0000000       0.46740131E-79
  2.8178000        0.0000000       0.36348376E-79
  2.8180000        0.0000000       0.28262250E-79
  2.8182000        0.0000000       0.21971267E-79
  2.8184000        0.0000000       0.17077728E-79
  2.8186000        0.0000000       0.13271858E-79
  2.8188000        0.0000000       0.10312405E-79
  2.8190000        0.0000000       0.80115192E-80
  2.8192000        0.0000000       0.62229514E-80
  2.8194000        0.0000000       0.48328640E-80
  2.8196000        0.0000000       0.37526613E-80
  2.8198000        0.0000000       0.29134046E-80
  2.8200000        0.0000000       0.22614598E-80
  2.8202000        0.0000000       0.17551069E-80
  2.8204000        0.0000000       0.13618990E-80
  2.8206000        0.0000000       0.10566055E-80
  2.8208000        0.0000000       0.81961045E-81
  2.8210000        0.0000000       0.63566563E-81
  2.8212000        0.0000000       0.49292018E-81
  2.8214000        0.0000000       0.38216517E-81
  2.8216000        0.0000000       0.29624583E-81
  2.8218000        0.0000000       0.22960430E-81
  2.8220000        0.0000000       0.17792396E-81
  2.8222000        0.0000000       0.13785276E-81
  2.8224000        0.0000000       0.10678817E-81
  2.8226000        0.0000000       0.82709896E-82
  2.8228000        0.0000000       0.64049895E-82
  2.8230000        0.0000000       0.49591358E-82
  2.8232000        0.0000000       0.38390186E-82
  2.8234000        0.0000000       0.29713997E-82
  2.8236000        0.0000000       0.22994743E-82
  2.8238000        0.0000000       0.17791914E-82
  2.8240000        0.0000000       0.13763961E-82
  2.8242000        0.0000000       0.10646107E-82
  2.8244000        0.0000000       0.82331274E-83
  2.8246000        0.0000000       0.63659832E-83
  2.8248000        0.0000000       0.49214466E-83
  2.8250000        0.0000000       0.38040543E-83
  2.8252000        0.0000000       0.29398641E-83
  2.8254000        0.0000000       0.22716136E-83
  2.8256000        0.0000000       0.17549643E-83
  2.8258000        0.0000000       0.13555912E-83
  2.8260000        0.0000000       0.10469256E-83
  2.8262000        0.0000000       0.80840608E-84
  2.8264000        0.0000000       0.62412263E-84
  2.8266000        0.0000000       0.48176687E-84
  2.8268000        0.0000000       0.37181813E-84
  2.8270000        0.0000000       0.28691340E-84
  2.8272000        0.0000000       0.22135928E-84
  2.8274000        0.0000000       0.17075415E-84
  2.8276000        0.0000000       0.13169565E-84
  2.8278000        0.0000000       0.10155428E-84
  2.8280000        0.0000000       0.78298182E-85
  2.8282000        0.0000000       0.60357571E-85
  2.8284000        0.0000000       0.46519866E-85
  2.8286000        0.0000000       0.35848567E-85
  2.8288000        0.0000000       0.27620515E-85
  2.8290000        0.0000000       0.21277391E-85
  2.8292000        0.0000000       0.16388214E-85
  2.8294000        0.0000000       0.12620353E-85
  2.8296000        0.0000000       0.97171301E-86
  2.8298000        0.0000000       0.74805093E-86
  2.8300000        0.0000000       0.57577254E-86
  2.8302000        0.0000000       0.44309552E-86
  2.8304000        0.0000000       0.34093408E-86
  2.8306000        0.0000000       0.26228297E-86
  2.8308000        0.0000000       0.20174204E-86
  2.8310000        0.0000000       0.15514914E-86
  2.8312000        0.0000000       0.11929684E-86
  2.8314000        0.0000000       0.91713902E-87
  2.8316000        0.0000000       0.70496576E-87
  2.8318000        0.0000000       0.54178567E-87
  2.8320000        0.0000000       0.41630693E-87
  2.8322000        0.0000000       0.31983530E-87
  2.8324000        0.0000000       0.24567773E-87
  2.8326000        0.0000000       0.18868258E-87
  2.8328000        0.0000000       0.14488535E-87
  2.8330000        0.0000000       0.11123559E-87
  2.8332000        0.0000000       0.85386596E-88
  2.8334000        0.0000000       0.65533334E-88
  2.8336000        0.0000000       0.50287664E-88
  2.8338000        0.0000000       0.38582227E-88
  2.8340000        0.0000000       0.29596459E-88
  2.8342000        0.0000000       0.22699634E-88
  2.8344000        0.0000000       0.17407027E-88
  2.8346000        0.0000000       0.13346180E-88
  2.8348000        0.0000000       0.10230950E-88
  2.8350000        0.0000000       0.78415443E-89
  2.8352000        0.0000000       0.60091615E-89
  2.8354000        0.0000000       0.46041851E-89
  2.8356000        0.0000000       0.35271044E-89
  2.8358000        0.0000000       0.27015344E-89
  2.8360000        0.0000000       0.20688514E-89
  2.8362000        0.0000000       0.15840714E-89
  2.8364000        0.0000000       0.12126817E-89
  2.8366000        0.0000000       0.92820849E-90
  2.8368000        0.0000000       0.71034754E-90
  2.8370000        0.0000000       0.54352917E-90
  2.8372000        0.0000000       0.41581627E-90
  2.8374000        0.0000000       0.31805829E-90
  2.8376000        0.0000000       0.24324202E-90
  2.8378000        0.0000000       0.18599322E-90
  2.8380000        0.0000000       0.14219433E-90
  2.8382000        0.0000000       0.10869112E-90
  2.8384000        0.0000000       0.83067756E-91
  2.8386000        0.0000000       0.63474244E-91
  2.8388000        0.0000000       0.48494136E-91
  2.8390000        0.0000000       0.37043119E-91
  2.8392000        0.0000000       0.28291274E-91
  2.8394000        0.0000000       0.21603499E-91
  2.8396000        0.0000000       0.16493861E-91
  2.8398000        0.0000000       0.12590622E-91
  2.8400000        0.0000000       0.96094531E-92
  2.8402000        0.0000000       0.73329175E-92
  2.8404000        0.0000000       0.55947613E-92
  2.8406000        0.0000000       0.42678875E-92
  2.8408000        0.0000000       0.32551499E-92
  2.8410000        0.0000000       0.24823079E-92
  2.8412000        0.0000000       0.18926354E-92
  2.8414000        0.0000000       0.14427959E-92
  2.8416000        0.0000000       0.10996879E-92
  2.8418000        0.0000000       0.83803211E-93
  2.8420000        0.0000000       0.63852587E-93
  2.8422000        0.0000000       0.48643293E-93
  2.8424000        0.0000000       0.37050500E-93
  2.8426000        0.0000000       0.28215764E-93
  2.8428000        0.0000000       0.21484051E-93
  2.8430000        0.0000000       0.16355627E-93
  2.8432000        0.0000000       0.12449297E-93
  2.8434000        0.0000000       0.94743432E-94
  2.8436000        0.0000000       0.72090829E-94
  2.8438000        0.0000000       0.54845066E-94
  2.8440000        0.0000000       0.41717833E-94
  2.8442000        0.0000000       0.31727259E-94
  2.8444000        0.0000000       0.24125149E-94
  2.8446000        0.0000000       0.18341468E-94
  2.8448000        0.0000000       0.13941991E-94
  2.8450000        0.0000000       0.10596005E-94
  2.8452000        0.0000000       0.80516732E-95
  2.8454000        0.0000000       0.61172575E-95
  2.8456000        0.0000000       0.46468003E-95
  2.8458000        0.0000000       0.35292132E-95
  2.8460000        0.0000000       0.26799607E-95
  2.8462000        0.0000000       0.20347243E-95
  2.8464000        0.0000000       0.15445763E-95
  2.8466000        0.0000000       0.11723028E-95
  2.8468000        0.0000000       0.88960425E-96
  2.8470000        0.0000000       0.67496390E-96
  2.8472000        0.0000000       0.51202465E-96
  2.8474000        0.0000000       0.38835404E-96
  2.8476000        0.0000000       0.29450416E-96
  2.8478000        0.0000000       0.22329637E-96
  2.8480000        0.0000000       0.16927722E-96
  2.8482000        0.0000000       0.12830454E-96
  2.8484000        0.0000000       0.97232657E-97
  2.8486000        0.0000000       0.73673096E-97
  2.8488000        0.0000000       0.55812609E-97
  2.8490000        0.0000000       0.42274878E-97
  2.8492000        0.0000000       0.32015407E-97
  2.8494000        0.0000000       0.24241659E-97
  2.8496000        0.0000000       0.18352375E-97
  2.8498000        0.0000000       0.13891490E-97
  2.8500000        0.0000000       0.10513130E-97
  2.8502000        0.0000000       0.79550313E-98
  2.8504000        0.0000000       0.60183629E-98
  2.8506000        0.0000000       0.45524111E-98
  2.8508000        0.0000000       0.34429540E-98
  2.8510000        0.0000000       0.26034402E-98
  2.8512000        0.0000000       0.19682969E-98
  2.8514000        0.0000000       0.14878538E-98
  2.8516000        0.0000000       0.11244924E-98
  2.8518000        0.0000000       0.84972707E-99
  2.8520000        0.0000000       0.64199110E-99
  2.8522000        0.0000000       0.48495919E-99
  2.8524000        0.0000000       0.36627562E-99
  2.8526000        0.0000000       0.27659063E-99
  2.8528000        0.0000000       0.20883032E-99
  2.8530000        0.0000000       0.15764357E-99
  2.8532000        0.0000000       0.11898319E-99
  2.8534000        0.0000000       0.89788685-100
  2.8536000        0.0000000       0.67746090-100
  2.8538000        0.0000000       0.51106189-100
  2.8540000        0.0000000       0.38546894-100
  2.8542000        0.0000000       0.29069122-100
  2.8544000        0.0000000       0.21918008-100
  2.8546000        0.0000000       0.16523303-100
  2.8548000        0.0000000       0.12454299-100
  2.8550000        0.0000000       0.93857366-101
  2.8552000        0.0000000       0.70720294-101
  2.8554000        0.0000000       0.53277813-101
  2.8556000        0.0000000       0.40130573-101
  2.8558000        0.0000000       0.30222540-101
  2.8560000        0.0000000       0.22756905-101
  2.8562000        0.0000000       0.17132552-101
  2.8564000        0.0000000       0.12896075-101
  2.8566000        0.0000000       0.97055400-102
  2.8568000        0.0000000       0.73031206-102
  2.8570000        0.0000000       0.54944456-102
  2.8572000        0.0000000       0.41330049-102
  2.8574000        0.0000000       0.31083835-102
  2.8576000        0.0000000       0.23373831-102
  2.8578000        0.0000000       0.17573240-102
  2.8580000        0.0000000       0.13209927-102
  2.8582000        0.0000000       0.99283171-103
  2.8584000        0.0000000       0.74606640-103
  2.8586000        0.0000000       0.56053917-103
  2.8588000        0.0000000       0.42107657-103
  2.8590000        0.0000000       0.31625895-103
  2.8592000        0.0000000       0.23749322-103
  2.8594000        0.0000000       0.17831432-103
  2.8596000        0.0000000       0.13385909-103
  2.8598000        0.0000000       0.10046995-103
  2.8600000        0.0000000       0.75396483-104
  2.8602000        0.0000000       0.56570842-104
  2.8604000        0.0000000       0.42438578-104
  2.8606000        0.0000000       0.31831393-104
  2.8608000        0.0000000       0.23871357-104
  2.8610000        0.0000000       0.17898853-104
  2.8612000        0.0000000       0.13418375-104
  2.8614000        0.0000000       0.10057760-104
  2.8616000        0.0000000       0.75375339-105
  2.8618000        0.0000000       0.56478598-105
  2.8620000        0.0000000       0.42312157-105
  2.8622000        0.0000000       0.31693709-105
  2.8624000        0.0000000       0.23736004-105
  2.8626000        0.0000000       0.17773328-105
  2.8628000        0.0000000       0.13306277-105
  2.8630000        0.0000000       0.99602674-106
  2.8632000        0.0000000       0.74543892-106
  2.8634000        0.0000000       0.55780162-106
  2.8636000        0.0000000       0.41732471-106
  2.8638000        0.0000000       0.31217281-106
  2.8640000        0.0000000       0.23347624-106
  2.8642000        0.0000000       0.17458902-106
  2.8644000        0.0000000       0.13053224-106
  2.8646000        0.0000000       0.97576515-107
  2.8648000        0.0000000       0.72928863-107
  2.8650000        0.0000000       0.54497957-107
  2.8652000        0.0000000       0.40718112-107
  2.8654000        0.0000000       0.30417371-107
  2.8656000        0.0000000       0.22718641-107
  2.8658000        0.0000000       0.16965617-107
  2.8660000        0.0000000       0.12667287-107
  2.8662000        0.0000000       0.94563644-108
  2.8664000        0.0000000       0.70581587-108
  2.8666000        0.0000000       0.52672662-108
  2.8668000        0.0000000       0.39301195-108
  2.8670000        0.0000000       0.29319251-108
  2.8672000        0.0000000       0.21868884-108
  2.8674000        0.0000000       0.16308988-108
  2.8676000        0.0000000       0.12160573-108
  2.8678000        0.0000000       0.90658325-109
  2.8680000        0.0000000       0.67575300-109
  2.8682000        0.0000000       0.50361065-109
  2.8684000        0.0000000       0.37525671-109
  2.8686000        0.0000000       0.27956877-109
  2.8688000        0.0000000       0.20824543-109
  2.8690000        0.0000000       0.15509184-109
  2.8692000        0.0000000       0.11548592-109
  2.8694000        0.0000000       0.85979670-110
  2.8696000        0.0000000       0.64001351-110
  2.8698000        0.0000000       0.47633132-110
  2.8700000        0.0000000       0.35445065-110
  2.8702000        0.0000000       0.26371148-110
  2.8704000        0.0000000       0.19616835-110
  2.8706000        0.0000000       0.14590006-110
  2.8708000        0.0000000       0.10849473-110
  2.8710000        0.0000000       0.80665616-111
  2.8712000        0.0000000       0.59964593-111
  2.8714000        0.0000000       0.44568494-111
  2.8716000        0.0000000       0.33119797-111
  2.8718000        0.0000000       0.24607869-111
  2.8720000        0.0000000       0.18280454-111
  2.8722000        0.0000000       0.13577712-111
  2.8724000        0.0000000       0.10083071-111
  2.8726000        0.0000000       0.74866188-112
  2.8728000        0.0000000       0.55578297-112
  2.8730000        0.0000000       0.41252605-112
  2.8732000        0.0000000       0.30614288-112
  2.8734000        0.0000000       0.22715567-112
  2.8736000        0.0000000       0.16851929-112
  2.8738000        0.0000000       0.12499778-112
  2.8740000        0.0000000       0.92700405-113
  2.8742000        0.0000000       0.68736527-113
  2.8744000        0.0000000       0.50958915-113
  2.8746000        0.0000000       0.37772818-113
  2.8748000        0.0000000       0.27994019-113
