# data from ifeffit
#------------------------
#   r         pdf       fit
  2.6766000        0.0000000       0.25175978E-20
  2.6768000        0.0000000       0.22054859E-20
  2.6770000        0.0000000       0.19317409E-20
  2.6772000        0.0000000       0.16916872E-20
  2.6774000        0.0000000       0.14812143E-20
  2.6776000        0.0000000       0.12967086E-20
  2.6778000        0.0000000       0.11349938E-20
  2.6780000        0.0000000       0.99327895E-21
  2.6782000        0.0000000       0.86911172E-21
  2.6784000        0.0000000       0.76033786E-21
  2.6786000        0.0000000       0.66506526E-21
  2.6788000        0.0000000       0.58163233E-21
  2.6790000        0.0000000       0.50858021E-21
  2.6792000        0.0000000       0.44462820E-21
  2.6794000        0.0000000       0.38865225E-21
  2.6796000        0.0000000       0.33966594E-21
  2.6798000        0.0000000       0.29680380E-21
  2.6800000        0.0000000       0.25930658E-21
  2.6802000        0.0000000       0.22650837E-21
  2.6804000        0.0000000       0.19782520E-21
  2.6806000        0.0000000       0.17274504E-21
  2.6808000        0.0000000       0.15081906E-21
  2.6810000        0.0000000       0.13165382E-21
  2.6812000        0.0000000       0.11490459E-21
  2.6814000        0.0000000       0.10026928E-21
  2.6816000        0.0000000       0.87483278E-22
  2.6818000        0.0000000       0.76314812E-22
  2.6820000        0.0000000       0.66560913E-22
  2.6822000        0.0000000       0.58043866E-22
  2.6824000        0.0000000       0.50608099E-22
  2.6826000        0.0000000       0.44117445E-22
  2.6828000        0.0000000       0.38452742E-22
  2.6830000        0.0000000       0.33509729E-22
  2.6832000        0.0000000       0.29197196E-22
  2.6834000        0.0000000       0.25435368E-22
  2.6836000        0.0000000       0.22154478E-22
  2.6838000        0.0000000       0.19293528E-22
  2.6840000        0.0000000       0.16799193E-22
  2.6842000        0.0000000       0.14624864E-22
  2.6844000        0.0000000       0.12729808E-22
  2.6846000        0.0000000       0.11078438E-22
  2.6848000        0.0000000       0.96396629E-23
  2.6850000        0.0000000       0.83863269E-23
  2.6852000        0.0000000       0.72947156E-23
  2.6854000        0.0000000       0.63441227E-23
  2.6856000        0.0000000       0.55164720E-23
  2.6858000        0.0000000       0.47959859E-23
  2.6860000        0.0000000       0.41688955E-23
  2.6862000        0.0000000       0.36231870E-23
  2.6864000        0.0000000       0.31483799E-23
  2.6866000        0.0000000       0.27353327E-23
  2.6868000        0.0000000       0.23760731E-23
  2.6870000        0.0000000       0.20636502E-23
  2.6872000        0.0000000       0.17920041E-23
  2.6874000        0.0000000       0.15558530E-23
  2.6876000        0.0000000       0.13505938E-23
  2.6878000        0.0000000       0.11722158E-23
  2.6880000        0.0000000       0.10172250E-23
  2.6882000        0.0000000       0.88257802E-24
  2.6884000        0.0000000       0.76562451E-24
  2.6886000        0.0000000       0.66405674E-24
  2.6888000        0.0000000       0.57586566E-24
  2.6890000        0.0000000       0.49930258E-24
  2.6892000        0.0000000       0.43284566E-24
  2.6894000        0.0000000       0.37517074E-24
  2.6896000        0.0000000       0.32512584E-24
  2.6898000        0.0000000       0.28170896E-24
  2.6900000        0.0000000       0.24404867E-24
  2.6902000        0.0000000       0.21138730E-24
  2.6904000        0.0000000       0.18306611E-24
  2.6906000        0.0000000       0.15851255E-24
  2.6908000        0.0000000       0.13722903E-24
  2.6910000        0.0000000       0.11878318E-24
  2.6912000        0.0000000       0.10279939E-24
  2.6914000        0.0000000       0.88951402E-25
  2.6916000        0.0000000       0.76955855E-25
  2.6918000        0.0000000       0.66566722E-25
  2.6920000        0.0000000       0.57570409E-25
  2.6922000        0.0000000       0.49781513E-25
  2.6924000        0.0000000       0.43039131E-25
  2.6926000        0.0000000       0.37203649E-25
  2.6928000        0.0000000       0.32153942E-25
  2.6930000        0.0000000       0.27784944E-25
  2.6932000        0.0000000       0.24005540E-25
  2.6934000        0.0000000       0.20736720E-25
  2.6936000        0.0000000       0.17909987E-25
  2.6938000        0.0000000       0.15465968E-25
  2.6940000        0.0000000       0.13353208E-25
  2.6942000        0.0000000       0.11527117E-25
  2.6944000        0.0000000       0.99490696E-26
  2.6946000        0.0000000       0.85856041E-26
  2.6948000        0.0000000       0.74077425E-26
  2.6950000        0.0000000       0.63903925E-26
  2.6952000        0.0000000       0.55118301E-26
  2.6954000        0.0000000       0.47532509E-26
  2.6956000        0.0000000       0.40983807E-26
  2.6958000        0.0000000       0.35331371E-26
  2.6960000        0.0000000       0.30453367E-26
  2.6962000        0.0000000       0.26244408E-26
  2.6964000        0.0000000       0.22613348E-26
  2.6966000        0.0000000       0.19481375E-26
  2.6968000        0.0000000       0.16780348E-26
  2.6970000        0.0000000       0.14451368E-26
  2.6972000        0.0000000       0.12443530E-26
  2.6974000        0.0000000       0.10712846E-26
  2.6976000        0.0000000       0.92213128E-27
  2.6978000        0.0000000       0.79361029E-27
  2.6980000        0.0000000       0.68288639E-27
  2.6982000        0.0000000       0.58751135E-27
  2.6984000        0.0000000       0.50537144E-27
  2.6986000        0.0000000       0.43464208E-27
  2.6988000        0.0000000       0.37374851E-27
  2.6990000        0.0000000       0.32133188E-27
  2.6992000        0.0000000       0.27621979E-27
  2.6994000        0.0000000       0.23740092E-27
  2.6996000        0.0000000       0.20400304E-27
  2.6998000        0.0000000       0.17527401E-27
  2.7000000        0.0000000       0.15056534E-27
  2.7002000        0.0000000       0.12931806E-27
  2.7004000        0.0000000       0.11105035E-27
  2.7006000        0.0000000       0.95347072E-28
  2.7008000        0.0000000       0.81850514E-28
  2.7010000        0.0000000       0.70252550E-28
  2.7012000        0.0000000       0.60287796E-28
  2.7014000        0.0000000       0.51727723E-28
  2.7016000        0.0000000       0.44375570E-28
  2.7018000        0.0000000       0.38061961E-28
  2.7020000        0.0000000       0.32641117E-28
  2.7022000        0.0000000       0.27987590E-28
  2.7024000        0.0000000       0.23993446E-28
  2.7026000        0.0000000       0.20565837E-28
  2.7028000        0.0000000       0.17624904E-28
  2.7030000        0.0000000       0.15101977E-28
  2.7032000        0.0000000       0.12938009E-28
  2.7034000        0.0000000       0.11082245E-28
  2.7036000        0.0000000       0.94910591E-29
  2.7038000        0.0000000       0.81269622E-29
  2.7040000        0.0000000       0.69577438E-29
  2.7042000        0.0000000       0.59557336E-29
  2.7044000        0.0000000       0.50971654E-29
  2.7046000        0.0000000       0.43616301E-29
  2.7048000        0.0000000       0.37316041E-29
  2.7050000        0.0000000       0.31920444E-29
  2.7052000        0.0000000       0.27300395E-29
  2.7054000        0.0000000       0.23345091E-29
  2.7056000        0.0000000       0.19959462E-29
  2.7058000        0.0000000       0.17061953E-29
  2.7060000        0.0000000       0.14582611E-29
  2.7062000        0.0000000       0.12461446E-29
  2.7064000        0.0000000       0.10647025E-29
  2.7066000        0.0000000       0.90952512E-30
  2.7068000        0.0000000       0.77683320E-30
  2.7070000        0.0000000       0.66338781E-30
  2.7072000        0.0000000       0.56641381E-30
  2.7074000        0.0000000       0.48353377E-30
  2.7076000        0.0000000       0.41271136E-30
  2.7078000        0.0000000       0.35220269E-30
  2.7080000        0.0000000       0.30051458E-30
  2.7082000        0.0000000       0.25636874E-30
  2.7084000        0.0000000       0.21867101E-30
  2.7086000        0.0000000       0.18648504E-30
  2.7088000        0.0000000       0.15900963E-30
  2.7090000        0.0000000       0.13555935E-30
  2.7092000        0.0000000       0.11554793E-30
  2.7094000        0.0000000       0.98473977E-31
  2.7096000        0.0000000       0.83908785E-31
  2.7098000        0.0000000       0.71485840E-31
  2.7100000        0.0000000       0.60891861E-31
  2.7102000        0.0000000       0.51859115E-31
  2.7104000        0.0000000       0.44158834E-31
  2.7106000        0.0000000       0.37595574E-31
  2.7108000        0.0000000       0.32002395E-31
  2.7110000        0.0000000       0.27236725E-31
  2.7112000        0.0000000       0.23176823E-31
  2.7114000        0.0000000       0.19718759E-31
  2.7116000        0.0000000       0.16773816E-31
  2.7118000        0.0000000       0.14266282E-31
  2.7120000        0.0000000       0.12131552E-31
  2.7122000        0.0000000       0.10314509E-31
  2.7124000        0.0000000       0.87681386E-32
  2.7126000        0.0000000       0.74523437E-32
  2.7128000        0.0000000       0.63329342E-32
  2.7130000        0.0000000       0.53807612E-32
  2.7132000        0.0000000       0.45709776E-32
  2.7134000        0.0000000       0.38824073E-32
  2.7136000        0.0000000       0.32970060E-32
  2.7138000        0.0000000       0.27994003E-32
  2.7140000        0.0000000       0.23764951E-32
  2.7142000        0.0000000       0.20171373E-32
  2.7144000        0.0000000       0.17118300E-32
  2.7146000        0.0000000       0.14524877E-32
  2.7148000        0.0000000       0.12322275E-32
  2.7150000        0.0000000       0.10451918E-32
  2.7152000        0.0000000       0.88639581E-33
  2.7154000        0.0000000       0.75159874E-33
  2.7156000        0.0000000       0.63719304E-33
  2.7158000        0.0000000       0.54011053E-33
  2.7160000        0.0000000       0.45774214E-33
  2.7162000        0.0000000       0.38786963E-33
  2.7164000        0.0000000       0.32860737E-33
  2.7166000        0.0000000       0.27835271E-33
  2.7168000        0.0000000       0.23574378E-33
  2.7170000        0.0000000       0.19962350E-33
  2.7172000        0.0000000       0.16900896E-33
  2.7174000        0.0000000       0.14306534E-33
  2.7176000        0.0000000       0.12108372E-33
  2.7178000        0.0000000       0.10246221E-33
  2.7180000        0.0000000       0.86689859E-34
  2.7182000        0.0000000       0.73333012E-34
  2.7184000        0.0000000       0.62023660E-34
  2.7186000        0.0000000       0.52449564E-34
  2.7188000        0.0000000       0.44345853E-34
  2.7190000        0.0000000       0.37487872E-34
  2.7192000        0.0000000       0.31685107E-34
  2.7194000        0.0000000       0.26776032E-34
  2.7196000        0.0000000       0.22623713E-34
  2.7198000        0.0000000       0.19112090E-34
  2.7200000        0.0000000       0.16142810E-34
  2.7202000        0.0000000       0.13632537E-34
  2.7204000        0.0000000       0.11510678E-34
  2.7206000        0.0000000       0.97174372E-35
  2.7208000        0.0000000       0.82021785E-35
  2.7210000        0.0000000       0.69220276E-35
  2.7212000        0.0000000       0.58406888E-35
  2.7214000        0.0000000       0.49274411E-35
  2.7216000        0.0000000       0.41562863E-35
  2.7218000        0.0000000       0.35052266E-35
  2.7220000        0.0000000       0.29556525E-35
  2.7222000        0.0000000       0.24918236E-35
  2.7224000        0.0000000       0.21004282E-35
  2.7226000        0.0000000       0.17702110E-35
  2.7228000        0.0000000       0.14916566E-35
  2.7230000        0.0000000       0.12567222E-35
  2.7232000        0.0000000       0.10586109E-35
  2.7234000        0.0000000       0.89157954E-36
  2.7236000        0.0000000       0.75077612E-36
  2.7238000        0.0000000       0.63210240E-36
  2.7240000        0.0000000       0.53209731E-36
  2.7242000        0.0000000       0.44783839E-36
  2.7244000        0.0000000       0.37685841E-36
  2.7246000        0.0000000       0.31707480E-36
  2.7248000        0.0000000       0.26673002E-36
  2.7250000        0.0000000       0.22434102E-36
  2.7252000        0.0000000       0.18865665E-36
  2.7254000        0.0000000       0.15862154E-36
  2.7256000        0.0000000       0.13334566E-36
  2.7258000        0.0000000       0.11207847E-36
  2.7260000        0.0000000       0.94187261E-37
  2.7262000        0.0000000       0.79138673E-37
  2.7264000        0.0000000       0.66483213E-37
  2.7266000        0.0000000       0.55842116E-37
  2.7268000        0.0000000       0.46896277E-37
  2.7270000        0.0000000       0.39376898E-37
  2.7272000        0.0000000       0.33057596E-37
  2.7274000        0.0000000       0.27747744E-37
  2.7276000        0.0000000       0.23286849E-37
  2.7278000        0.0000000       0.19539812E-37
  2.7280000        0.0000000       0.16392934E-37
  2.7282000        0.0000000       0.13750536E-37
  2.7284000        0.0000000       0.11532122E-37
  2.7286000        0.0000000       0.96699767E-38
  2.7288000        0.0000000       0.81071512E-38
  2.7290000        0.0000000       0.67957556E-38
  2.7292000        0.0000000       0.56955263E-38
